IBOV,,,PETR4,,,VALE3,,,DOLAR,
Date,Close,,Date,Close,,Date,Close,,Date,Close
17/04/2018 16:56:00,"84086,13",,18/04/2018 16:56:00,"21,8",,17/04/2018 16:56:00,"45,93",,25/01/2018 23:58:00,"3,1469"
18/04/2018 16:56:00,"85776,46",,19/04/2018 16:56:00,"22,2",,18/04/2018 16:56:00,"47,48",,26/01/2018 23:58:00,"3,1509"
19/04/2018 16:56:00,"85824,26",,20/04/2018 16:56:00,"22,36",,19/04/2018 16:56:00,"47,83",,28/01/2018 23:58:00,"3,151"
20/04/2018 16:56:00,"85550,09",,23/04/2018 16:56:00,"22,48",,20/04/2018 16:56:00,"47,63",,29/01/2018 23:58:00,"3,1536"
23/04/2018 16:56:00,"85602,5",,24/04/2018 16:56:00,"22,4",,23/04/2018 16:56:00,"47,5",,30/01/2018 23:58:00,"3,1795"
24/04/2018 16:56:00,"85469,08",,25/04/2018 16:56:00,"21,73",,24/04/2018 16:56:00,"48,31",,31/01/2018 23:58:00,"3,1847"
25/04/2018 16:56:00,"85044,39",,26/04/2018 16:56:00,"22,63",,25/04/2018 16:56:00,"47,95",,01/02/2018 23:58:00,"3,1637"
26/04/2018 16:56:00,"86383,2",,27/04/2018 16:56:00,"22,71",,26/04/2018 16:56:00,"48,7",,02/02/2018 23:58:00,"3,2169"
27/04/2018 16:56:00,"86444,66",,30/04/2018 16:56:00,"22,97",,27/04/2018 16:56:00,"48,35",,03/02/2018 23:58:00,"3,2169"
30/04/2018 16:56:00,"86115,5",,02/05/2018 16:56:00,"22,6",,30/04/2018 16:56:00,"48,67",,04/02/2018 23:58:00,"3,2154"
02/05/2018 16:56:00,"84547,09",,03/05/2018 16:56:00,"22,45",,02/05/2018 16:56:00,"48,71",,05/02/2018 23:58:00,"3,2611"
03/05/2018 16:56:00,"83288,14",,04/05/2018 16:56:00,"22,27",,03/05/2018 16:56:00,"49,09",,06/02/2018 23:58:00,"3,2334"
04/05/2018 16:56:00,"83118,03",,07/05/2018 16:56:00,"22,65",,04/05/2018 16:56:00,"49,7",,07/02/2018 23:58:00,"3,2699"
07/05/2018 16:56:00,"82714,43",,08/05/2018 16:56:00,"22,91",,07/05/2018 16:56:00,"49,24",,08/02/2018 23:58:00,"3,2846"
08/05/2018 16:56:00,"82956,05",,09/05/2018 16:56:00,"24,78",,08/05/2018 16:56:00,"49,19",,09/02/2018 23:58:00,"3,2928"
09/05/2018 16:56:00,"84265,49",,10/05/2018 16:56:00,"25,75",,09/05/2018 16:56:00,"50,25",,10/02/2018 23:58:00,"3,2928"
10/05/2018 16:56:00,"85861,2",,11/05/2018 16:56:00,"25,44",,10/05/2018 16:56:00,"51,4",,11/02/2018 23:58:00,"3,2908"
11/05/2018 16:56:00,"85220,24",,14/05/2018 16:56:00,"26,24",,11/05/2018 16:56:00,"52,63",,12/02/2018 23:58:00,"3,294"
14/05/2018 16:56:00,"85232,18",,15/05/2018 16:56:00,"26,79",,14/05/2018 16:56:00,"54,27",,13/02/2018 23:58:00,"3,2942"
15/05/2018 16:56:00,"85130,42",,16/05/2018 16:56:00,"27,39",,15/05/2018 16:56:00,"54,65",,14/02/2018 23:58:00,"3,2162"
16/05/2018 16:56:00,"86536,97",,17/05/2018 16:56:00,"25,95",,16/05/2018 16:56:00,"55,9",,15/02/2018 23:58:00,"3,2264"
17/05/2018 16:56:00,"83621,95",,18/05/2018 16:56:00,"25,65",,17/05/2018 16:56:00,"55,38",,16/02/2018 23:58:00,"3,2298"
18/05/2018 16:56:00,"83081,88",,21/05/2018 16:56:00,"25,05",,18/05/2018 16:56:00,"54,77",,17/02/2018 23:58:00,"3,2298"
21/05/2018 16:56:00,"81815,32",,22/05/2018 16:56:00,"24,71",,21/05/2018 16:56:00,53,,18/02/2018 23:58:00,"3,2282"
22/05/2018 16:56:00,"82738,88",,23/05/2018 16:56:00,"23,27",,22/05/2018 16:56:00,"52,34",,19/02/2018 23:58:00,"3,2331"
23/05/2018 16:56:00,"80867,29",,24/05/2018 16:56:00,"20,08",,23/05/2018 16:56:00,"51,94",,20/02/2018 23:58:00,"3,2543"
24/05/2018 16:56:00,"80122,31",,25/05/2018 16:56:00,"19,8",,24/05/2018 16:56:00,"52,46",,21/02/2018 23:58:00,"3,2676"
25/05/2018 16:56:00,"78897,66",,28/05/2018 16:56:00,"16,91",,25/05/2018 16:56:00,"51,48",,22/02/2018 23:58:00,"3,2487"
28/05/2018 16:56:00,"75355,84",,29/05/2018 16:56:00,"19,3",,28/05/2018 16:56:00,"51,07",,23/02/2018 23:58:00,"3,2366"
29/05/2018 16:56:00,"76071,97",,30/05/2018 16:56:00,"18,98",,29/05/2018 16:56:00,"50,16",,24/02/2018 23:58:00,"3,2329"
30/05/2018 16:56:00,"76753,61",,01/06/2018 16:56:00,"16,16",,30/05/2018 16:56:00,"50,63",,25/02/2018 23:58:00,"3,2372"
01/06/2018 16:56:00,"77239,75",,04/06/2018 16:56:00,"17,53",,01/06/2018 16:56:00,"52,76",,26/02/2018 23:58:00,"3,2225"
04/06/2018 16:56:00,"78596,06",,05/06/2018 16:56:00,"16,59",,04/06/2018 16:56:00,"52,52",,27/02/2018 23:58:00,"3,2485"
05/06/2018 16:56:00,"76641,72",,06/06/2018 16:56:00,"16,33",,05/06/2018 16:56:00,"53,73",,28/02/2018 23:58:00,"3,2448"
06/06/2018 16:56:00,"76117,22",,07/06/2018 16:56:00,"15,76",,06/06/2018 16:56:00,"56,07",,01/03/2018 23:58:00,"3,25"
07/06/2018 16:56:00,"73851,46",,08/06/2018 16:56:00,"15,25",,07/06/2018 16:56:00,"54,37",,02/03/2018 23:58:00,"3,2505"
08/06/2018 16:56:00,"72942,07",,11/06/2018 16:56:00,"15,41",,08/06/2018 16:56:00,"50,89",,03/03/2018 23:58:00,"3,2505"
11/06/2018 16:56:00,"72307,77",,12/06/2018 16:56:00,"15,46",,11/06/2018 16:56:00,"50,85",,04/03/2018 23:58:00,"3,2496"
12/06/2018 16:56:00,"72754,13",,13/06/2018 16:56:00,"15,17",,12/06/2018 16:56:00,"51,7",,05/03/2018 23:58:00,"3,241"
13/06/2018 16:56:00,"72122,14",,14/06/2018 16:56:00,"15,1",,13/06/2018 16:56:00,"51,55",,06/03/2018 23:58:00,"3,208"
14/06/2018 16:56:00,"71421,19",,15/06/2018 16:56:00,"14,97",,14/06/2018 16:56:00,"51,71",,07/03/2018 23:58:00,"3,2429"
15/06/2018 16:56:00,"70757,73",,18/06/2018 16:56:00,"14,5",,15/06/2018 16:56:00,"49,13",,08/03/2018 23:58:00,"3,2661"
18/06/2018 16:56:00,"69814,74",,19/06/2018 16:56:00,"15,42",,18/06/2018 16:56:00,"49,21",,09/03/2018 23:58:00,"3,2573"
19/06/2018 16:56:00,"71394,34",,20/06/2018 16:56:00,"16,21",,19/06/2018 16:56:00,"48,3",,11/03/2018 23:58:00,"3,2561"
20/06/2018 16:56:00,"72123,41",,21/06/2018 16:56:00,"15,1",,20/06/2018 16:56:00,"48,81",,12/03/2018 23:58:00,"3,2603"
21/06/2018 16:56:00,"70074,9",,22/06/2018 16:56:00,"15,11",,21/06/2018 16:56:00,"47,21",,13/03/2018 23:58:00,"3,2587"
22/06/2018 16:56:00,"70640,65",,25/06/2018 16:56:00,"15,7",,22/06/2018 16:56:00,"48,01",,14/03/2018 23:58:00,"3,2585"
25/06/2018 16:56:00,"70952,97",,26/06/2018 16:56:00,"16,04",,25/06/2018 16:56:00,"47,16",,15/03/2018 23:58:00,"3,2821"
26/06/2018 16:56:00,"71404,59",,27/06/2018 16:56:00,"16,55",,26/06/2018 16:56:00,"48,34",,16/03/2018 23:58:00,"3,279"
27/06/2018 16:56:00,70609,,28/06/2018 16:56:00,"16,6",,27/06/2018 16:56:00,"48,15",,18/03/2018 23:58:00,"3,2801"
28/06/2018 16:56:00,"71766,52",,29/06/2018 16:56:00,"17,19",,28/06/2018 16:56:00,"49,07",,19/03/2018 23:58:00,"3,2841"
29/06/2018 16:56:00,"72762,51",,02/07/2018 16:56:00,"17,47",,29/06/2018 16:56:00,"49,59",,20/03/2018 23:58:00,"3,3087"
02/07/2018 16:56:00,"72839,74",,03/07/2018 16:56:00,"17,5",,02/07/2018 16:56:00,"48,76",,21/03/2018 23:58:00,"3,2727"
03/07/2018 16:56:00,"73667,75",,04/07/2018 16:56:00,"17,61",,03/07/2018 16:56:00,"47,96",,22/03/2018 23:58:00,"3,3141"
04/07/2018 16:56:00,"74743,11",,05/07/2018 16:56:00,"17,86",,04/07/2018 16:56:00,"48,03",,23/03/2018 23:58:00,"3,3105"
05/07/2018 16:56:00,"74553,06",,06/07/2018 16:56:00,"17,94",,05/07/2018 16:56:00,"49,7",,24/03/2018 23:58:00,"3,3105"
06/07/2018 16:56:00,"75010,39",,10/07/2018 16:56:00,"17,75",,06/07/2018 16:56:00,"50,34",,25/03/2018 23:58:00,"3,3145"
10/07/2018 16:56:00,"74862,38",,11/07/2018 16:56:00,"17,41",,10/07/2018 16:56:00,"49,53",,26/03/2018 23:58:00,"3,3103"
11/07/2018 16:56:00,"74398,55",,12/07/2018 16:56:00,"17,95",,11/07/2018 16:56:00,"48,86",,27/03/2018 23:58:00,"3,3229"
12/07/2018 16:56:00,"75856,22",,13/07/2018 16:56:00,"18,11",,12/07/2018 16:56:00,"50,45",,28/03/2018 23:58:00,"3,3193"
13/07/2018 16:56:00,"76594,35",,16/07/2018 16:56:00,"17,88",,13/07/2018 16:56:00,"50,31",,29/03/2018 23:58:00,"3,3035"
16/07/2018 16:56:00,"76652,58",,17/07/2018 16:56:00,"18,29",,16/07/2018 16:56:00,50,,30/03/2018 23:58:00,"3,3036"
17/07/2018 16:56:00,"78130,3",,18/07/2018 16:56:00,"18,05",,17/07/2018 16:56:00,"50,7",,31/03/2018 23:58:00,"3,3036"
18/07/2018 16:56:00,"77362,63",,19/07/2018 16:56:00,"18,4",,18/07/2018 16:56:00,"51,45",,01/04/2018 23:58:00,"3,302"
19/07/2018 16:56:00,"77486,84",,20/07/2018 16:56:00,"19,29",,19/07/2018 16:56:00,"49,43",,02/04/2018 23:58:00,"3,3094"
20/07/2018 16:56:00,"78571,29",,23/07/2018 16:56:00,"19,26",,20/07/2018 16:56:00,"48,72",,03/04/2018 23:58:00,"3,3394"
23/07/2018 16:56:00,"77996,12",,24/07/2018 16:56:00,"19,66",,23/07/2018 16:56:00,"49,6",,04/04/2018 23:58:00,"3,3277"
24/07/2018 16:56:00,"79154,98",,25/07/2018 16:56:00,"19,96",,24/07/2018 16:56:00,"51,31",,05/04/2018 23:58:00,"3,3416"
25/07/2018 16:56:00,"80218,04",,26/07/2018 16:56:00,"19,41",,25/07/2018 16:56:00,"51,75",,06/04/2018 23:58:00,"3,3678"
26/07/2018 16:56:00,"79405,34",,27/07/2018 16:56:00,"19,77",,26/07/2018 16:56:00,"52,78",,07/04/2018 23:58:00,"3,3665"
27/07/2018 16:56:00,"79866,1",,30/07/2018 16:56:00,"19,89",,27/07/2018 16:56:00,"53,45",,08/04/2018 23:58:00,"3,3675"
30/07/2018 16:56:00,"80275,59",,31/07/2018 16:56:00,"19,72",,30/07/2018 16:56:00,"54,33",,09/04/2018 23:58:00,"3,421"
31/07/2018 16:56:00,"79220,43",,01/08/2018 16:56:00,"20,01",,31/07/2018 16:56:00,"54,84",,10/04/2018 23:58:00,"3,4073"
01/08/2018 16:56:00,"79301,65",,02/08/2018 16:56:00,"20,41",,01/08/2018 16:56:00,"53,06",,11/04/2018 23:58:00,"3,3731"
02/08/2018 16:56:00,"79636,69",,03/08/2018 16:56:00,"21,11",,02/08/2018 16:56:00,"52,84",,12/04/2018 23:58:00,"3,411"
03/08/2018 16:56:00,"81434,98",,06/08/2018 16:56:00,"21,04",,03/08/2018 16:56:00,"52,55",,13/04/2018 23:58:00,"3,4212"
06/08/2018 16:56:00,"81050,76",,07/08/2018 16:56:00,"20,71",,06/08/2018 16:56:00,"52,4",,15/04/2018 23:58:00,"3,4243"
07/08/2018 16:56:00,"80346,52",,08/08/2018 16:56:00,"20,14",,07/08/2018 16:56:00,"52,75",,16/04/2018 23:58:00,"3,4161"
08/08/2018 16:56:00,"79151,7",,09/08/2018 16:56:00,"20,34",,08/08/2018 16:56:00,"52,4",,17/04/2018 23:58:00,"3,4058"
09/08/2018 16:56:00,"78767,99",,10/08/2018 16:56:00,"19,59",,09/08/2018 16:56:00,"51,84",,18/04/2018 23:58:00,"3,3771"
10/08/2018 16:56:00,"76514,35",,13/08/2018 16:56:00,"20,04",,10/08/2018 16:56:00,"51,71",,19/04/2018 23:58:00,"3,3827"
13/08/2018 16:56:00,"77496,45",,14/08/2018 16:56:00,"19,98",,13/08/2018 16:56:00,"52,28",,20/04/2018 23:58:00,"3,4114"
14/08/2018 16:56:00,"78602,11",,15/08/2018 16:56:00,"19,05",,14/08/2018 16:56:00,"52,76",,21/04/2018 23:58:00,"3,4103"
15/08/2018 16:56:00,"77077,99",,16/08/2018 16:56:00,"18,95",,15/08/2018 16:56:00,"50,41",,22/04/2018 23:58:00,"3,4137"
16/08/2018 16:56:00,"76818,72",,17/08/2018 16:56:00,"18,46",,16/08/2018 16:56:00,"49,72",,23/04/2018 23:58:00,"3,4489"
17/08/2018 16:56:00,"76028,5",,20/08/2018 16:56:00,"18,36",,17/08/2018 16:56:00,"50,8",,24/04/2018 23:58:00,"3,4715"
20/08/2018 16:56:00,"76327,89",,21/08/2018 16:56:00,"17,72",,20/08/2018 16:56:00,"51,44",,25/04/2018 23:58:00,"3,4809"
21/08/2018 16:56:00,"75180,4",,22/08/2018 16:56:00,"18,35",,21/08/2018 16:56:00,"51,73",,26/04/2018 23:58:00,"3,4742"
22/08/2018 16:56:00,"76902,3",,23/08/2018 16:56:00,"17,95",,22/08/2018 16:56:00,"53,3",,27/04/2018 23:58:00,"3,4559"
23/08/2018 16:56:00,"75633,77",,24/08/2018 16:56:00,"18,3",,23/08/2018 16:56:00,"53,35",,29/04/2018 23:58:00,"3,4581"
24/08/2018 16:56:00,"76262,23",,27/08/2018 16:56:00,"18,71",,24/08/2018 16:56:00,"54,15",,30/04/2018 23:58:00,"3,5058"
27/08/2018 16:56:00,"77929,68",,28/08/2018 16:56:00,"18,35",,27/08/2018 16:56:00,"55,67",,01/05/2018 23:58:00,"3,5061"
28/08/2018 16:56:00,"77473,18",,29/08/2018 16:56:00,"19,3",,28/08/2018 16:56:00,"55,65",,02/05/2018 23:58:00,"3,5496"
29/08/2018 16:56:00,"78388,83",,30/08/2018 16:56:00,"18,8",,29/08/2018 16:56:00,"55,22",,03/05/2018 23:58:00,"3,5266"
30/08/2018 16:56:00,"76404,09",,31/08/2018 16:56:00,"19,26",,30/08/2018 16:56:00,"54,57",,04/05/2018 23:58:00,"3,5284"
31/08/2018 16:56:00,"76677,53",,03/09/2018 16:56:00,19,,31/08/2018 16:56:00,"53,62",,05/05/2018 23:58:00,"3,5046"
03/09/2018 16:56:00,"76192,73",,04/09/2018 16:56:00,"18,65",,03/09/2018 16:56:00,"54,05",,06/05/2018 23:58:00,"3,5255"
04/09/2018 16:56:00,"74711,8",,05/09/2018 16:56:00,"18,75",,04/09/2018 16:56:00,52,,07/05/2018 23:58:00,"3,5492"
05/09/2018 16:56:00,"75092,27",,06/09/2018 16:56:00,"18,99",,05/09/2018 16:56:00,"52,15",,08/05/2018 23:58:00,"3,5619"
06/09/2018 16:56:00,"76416,01",,10/09/2018 16:56:00,"19,26",,06/09/2018 16:56:00,"53,48",,09/05/2018 23:58:00,"3,5903"
10/09/2018 16:56:00,"76436,35",,11/09/2018 16:56:00,"18,5",,10/09/2018 16:56:00,"53,22",,10/05/2018 23:58:00,"3,5495"
11/09/2018 16:56:00,"74656,51",,12/09/2018 16:56:00,"18,95",,11/09/2018 16:56:00,"52,59",,11/05/2018 23:58:00,"3,5977"
12/09/2018 16:56:00,"75124,81",,13/09/2018 16:56:00,"18,71",,12/09/2018 16:56:00,"53,45",,12/05/2018 23:58:00,"3,5995"
13/09/2018 16:56:00,"74686,67",,14/09/2018 16:56:00,"18,79",,13/09/2018 16:56:00,"53,78",,13/05/2018 23:58:00,"3,6029"
14/09/2018 16:56:00,"75429,09",,17/09/2018 16:56:00,"19,4",,14/09/2018 16:56:00,"55,2",,14/05/2018 23:58:00,"3,6216"
17/09/2018 16:56:00,"76788,85",,18/09/2018 16:56:00,"20,25",,17/09/2018 16:56:00,"55,04",,15/05/2018 23:58:00,"3,6487"
18/09/2018 16:56:00,"78313,96",,19/09/2018 16:56:00,"19,98",,18/09/2018 16:56:00,"57,34",,16/05/2018 23:58:00,"3,6744"
19/09/2018 16:56:00,"78168,66",,20/09/2018 16:56:00,"19,87",,19/09/2018 16:56:00,"58,58",,17/05/2018 23:58:00,"3,6951"
20/09/2018 16:56:00,"78116,01",,21/09/2018 16:56:00,"20,14",,20/09/2018 16:56:00,"59,32",,18/05/2018 23:58:00,"3,7365"
21/09/2018 16:56:00,"79444,29",,24/09/2018 16:56:00,20,,21/09/2018 16:56:00,"61,01",,19/05/2018 23:58:00,"3,736"
24/09/2018 16:56:00,"77984,18",,25/09/2018 16:56:00,"20,08",,24/09/2018 16:56:00,"60,2",,20/05/2018 23:58:00,"3,7384"
25/09/2018 16:56:00,"78630,14",,26/09/2018 16:56:00,"20,19",,25/09/2018 16:56:00,"62,2",,21/05/2018 23:58:00,"3,6757"
26/09/2018 16:56:00,"78656,16",,27/09/2018 16:56:00,"21,46",,26/09/2018 16:56:00,"60,01",,22/05/2018 23:58:00,"3,646"
27/09/2018 16:56:00,"80000,09",,28/09/2018 16:56:00,"21,09",,27/09/2018 16:56:00,"59,48",,23/05/2018 23:58:00,"3,6256"
28/09/2018 16:56:00,"79342,42",,01/10/2018 16:56:00,21,,28/09/2018 16:56:00,"59,82",,24/05/2018 23:58:00,"3,6481"
01/10/2018 16:56:00,"78623,66",,02/10/2018 16:56:00,"22,82",,01/10/2018 16:56:00,"60,4",,25/05/2018 23:58:00,"3,6524"
02/10/2018 16:56:00,"81612,28",,03/10/2018 16:56:00,"23,79",,02/10/2018 16:56:00,"61,2",,26/05/2018 23:58:00,"3,6731"
03/10/2018 16:56:00,"83273,4",,04/10/2018 16:56:00,"24,02",,03/10/2018 16:56:00,"59,95",,27/05/2018 23:58:00,"3,6262"
04/10/2018 16:56:00,"82952,81",,05/10/2018 16:56:00,"23,96",,04/10/2018 16:56:00,"58,8",,28/05/2018 23:58:00,"3,7342"
05/10/2018 16:56:00,"82321,52",,08/10/2018 16:56:00,"26,6",,05/10/2018 16:56:00,"57,49",,29/05/2018 23:58:00,"3,7241"
08/10/2018 16:56:00,"86083,91",,09/10/2018 16:56:00,"26,82",,08/10/2018 16:56:00,"57,05",,30/05/2018 23:58:00,"3,7221"
09/10/2018 16:56:00,"86087,55",,10/10/2018 16:56:00,"26,05",,09/10/2018 16:56:00,"57,7",,31/05/2018 23:58:00,"3,722"
10/10/2018 16:56:00,"83679,11",,11/10/2018 16:56:00,"25,29",,10/10/2018 16:56:00,"55,89",,01/06/2018 23:58:00,"3,7643"
11/10/2018 16:56:00,"82921,08",,15/10/2018 16:56:00,"25,77",,11/10/2018 16:56:00,"56,48",,02/06/2018 23:58:00,"3,7587"
15/10/2018 16:56:00,"83359,76",,16/10/2018 16:56:00,"26,73",,15/10/2018 16:56:00,"57,67",,03/06/2018 23:58:00,"3,7616"
16/10/2018 16:56:00,"85717,56",,17/10/2018 16:56:00,"26,45",,16/10/2018 16:56:00,"57,7",,04/06/2018 23:58:00,"3,7445"
17/10/2018 16:56:00,"85763,95",,18/10/2018 16:56:00,"25,7",,17/10/2018 16:56:00,"58,8",,05/06/2018 23:58:00,"3,8043"
18/10/2018 16:56:00,"83847,12",,19/10/2018 16:56:00,"25,92",,18/10/2018 16:56:00,"56,5",,06/06/2018 23:58:00,"3,8434"
19/10/2018 16:56:00,"84219,74",,22/10/2018 16:56:00,"26,53",,19/10/2018 16:56:00,"56,53",,07/06/2018 23:58:00,"3,9007"
22/10/2018 16:56:00,"85596,69",,23/10/2018 16:56:00,"26,2",,22/10/2018 16:56:00,"58,37",,08/06/2018 23:58:00,"3,7074"
23/10/2018 16:56:00,"85300,03",,24/10/2018 16:56:00,"25,68",,23/10/2018 16:56:00,"56,75",,09/06/2018 23:58:00,"3,7035"
24/10/2018 16:56:00,"83063,56",,25/10/2018 16:56:00,"26,32",,24/10/2018 16:56:00,"54,43",,10/06/2018 23:58:00,"3,7049"
25/10/2018 16:56:00,"84083,51",,26/10/2018 16:56:00,"27,6",,25/10/2018 16:56:00,"54,61",,11/06/2018 23:58:00,"3,7088"
26/10/2018 16:56:00,"85719,87",,29/10/2018 16:56:00,"26,42",,26/10/2018 16:56:00,"55,6",,12/06/2018 23:58:00,"3,715"
29/10/2018 16:56:00,"83796,71",,30/10/2018 16:56:00,28,,29/10/2018 16:56:00,"53,1",,13/06/2018 23:58:00,"3,7188"
30/10/2018 16:56:00,"86885,71",,31/10/2018 16:56:00,"27,62",,30/10/2018 16:56:00,"53,87",,14/06/2018 23:58:00,"3,804"
31/10/2018 16:56:00,"87423,55",,01/11/2018 16:56:00,"27,32",,31/10/2018 16:56:00,"56,71",,15/06/2018 23:58:00,"3,7284"
01/11/2018 16:56:00,"88419,05",,05/11/2018 16:56:00,"28,16",,01/11/2018 16:56:00,"57,5",,17/06/2018 23:58:00,"3,7287"
05/11/2018 16:56:00,"89598,16",,06/11/2018 16:56:00,"27,19",,05/11/2018 16:56:00,"57,53",,18/06/2018 23:58:00,"3,7462"
06/11/2018 16:56:00,"88668,92",,07/11/2018 16:56:00,"26,3",,06/11/2018 16:56:00,"57,23",,19/06/2018 23:58:00,"3,745"
07/11/2018 16:56:00,"87714,35",,08/11/2018 16:56:00,"25,35",,07/11/2018 16:56:00,"57,59",,20/06/2018 23:58:00,"3,7691"
08/11/2018 16:56:00,"85620,13",,09/11/2018 16:56:00,"25,46",,08/11/2018 16:56:00,"57,02",,21/06/2018 23:58:00,"3,7651"
09/11/2018 16:56:00,"85641,21",,12/11/2018 16:56:00,"25,33",,09/11/2018 16:56:00,"54,65",,22/06/2018 23:58:00,"3,7851"
12/11/2018 16:56:00,"85524,7",,13/11/2018 16:56:00,"24,24",,12/11/2018 16:56:00,"54,85",,24/06/2018 23:58:00,"3,7863"
13/11/2018 16:56:00,"84914,11",,14/11/2018 16:56:00,"25,1",,13/11/2018 16:56:00,"56,27",,25/06/2018 23:58:00,"3,7751"
14/11/2018 16:56:00,"85973,06",,16/11/2018 16:56:00,"25,8",,14/11/2018 16:56:00,"55,16",,26/06/2018 23:58:00,"3,7958"
16/11/2018 16:56:00,"88515,27",,19/11/2018 16:56:00,26,,16/11/2018 16:56:00,"56,15",,27/06/2018 23:58:00,"3,8601"
19/11/2018 16:56:00,"87900,83",,21/11/2018 16:56:00,"25,17",,19/11/2018 16:56:00,"55,37",,28/06/2018 23:58:00,"3,8595"
21/11/2018 16:56:00,"87268,8",,22/11/2018 16:56:00,"25,15",,21/11/2018 16:56:00,"54,53",,29/06/2018 23:58:00,"3,8756"
22/11/2018 16:56:00,"87477,44",,23/11/2018 16:56:00,"24,37",,22/11/2018 16:56:00,"54,04",,30/06/2018 23:58:00,"3,8755"
23/11/2018 16:56:00,"86230,22",,26/11/2018 16:56:00,"24,25",,23/11/2018 16:56:00,"50,35",,01/07/2018 23:58:00,"3,8756"
26/11/2018 16:56:00,"85546,51",,27/11/2018 16:56:00,"25,53",,26/11/2018 16:56:00,"50,12",,02/07/2018 23:58:00,"3,9126"
27/11/2018 16:56:00,"87891,18",,28/11/2018 16:56:00,"25,38",,27/11/2018 16:56:00,"49,92",,03/07/2018 23:58:00,"3,8963"
28/11/2018 16:56:00,"89250,82",,29/11/2018 16:56:00,"25,17",,28/11/2018 16:56:00,"52,3",,04/07/2018 23:58:00,"3,911"
29/11/2018 16:56:00,"89709,56",,30/11/2018 16:56:00,"25,46",,29/11/2018 16:56:00,52,,05/07/2018 23:58:00,"3,9313"
30/11/2018 16:56:00,"89504,03",,03/12/2018 16:56:00,"25,94",,30/11/2018 16:56:00,"52,8",,06/07/2018 23:58:00,"3,8618"
03/12/2018 16:56:00,"89820,09",,04/12/2018 16:56:00,"25,34",,03/12/2018 16:56:00,"54,11",,07/07/2018 23:58:00,"3,8615"
04/12/2018 16:56:00,"88624,45",,05/12/2018 16:56:00,"25,56",,04/12/2018 16:56:00,"52,88",,08/07/2018 23:58:00,"3,8659"
05/12/2018 16:56:00,"89039,79",,06/12/2018 16:56:00,"24,59",,05/12/2018 16:56:00,"52,8",,09/07/2018 23:58:00,"3,8713"
06/12/2018 16:56:00,"88846,48",,07/12/2018 16:56:00,"24,77",,06/12/2018 16:56:00,"52,3",,10/07/2018 23:58:00,"3,8151"
07/12/2018 16:56:00,"88115,07",,10/12/2018 16:56:00,"23,44",,07/12/2018 16:56:00,"51,29",,11/07/2018 23:58:00,"3,8761"
10/12/2018 16:56:00,"85914,71",,11/12/2018 16:56:00,"23,29",,10/12/2018 16:56:00,"50,2",,12/07/2018 23:58:00,"3,8807"
11/12/2018 16:56:00,"86419,57",,12/12/2018 16:56:00,"23,3",,11/12/2018 16:56:00,"50,6",,13/07/2018 23:58:00,"3,8497"
12/12/2018 16:56:00,"86977,46",,13/12/2018 16:56:00,"23,36",,12/12/2018 16:56:00,"50,37",,14/07/2018 23:58:00,"3,8489"
13/12/2018 16:56:00,"87837,59",,14/12/2018 16:56:00,"23,05",,13/12/2018 16:56:00,"50,6",,15/07/2018 23:58:00,"3,8494"
14/12/2018 16:56:00,"87449,5",,17/12/2018 16:56:00,"22,87",,14/12/2018 16:56:00,"50,88",,16/07/2018 23:58:00,"3,856"
17/12/2018 16:56:00,"86399,68",,18/12/2018 16:56:00,22,,17/12/2018 16:56:00,"51,25",,17/07/2018 23:58:00,"3,8359"
18/12/2018 16:56:00,"86610,49",,19/12/2018 16:56:00,"22,25",,18/12/2018 16:56:00,"51,44",,18/07/2018 23:58:00,"3,8492"
19/12/2018 16:56:00,"85673,52",,20/12/2018 16:56:00,"21,49",,19/12/2018 16:56:00,"50,01",,19/07/2018 23:58:00,"3,8285"
20/12/2018 16:56:00,"85269,29",,21/12/2018 16:56:00,"21,55",,20/12/2018 16:56:00,"49,81",,20/07/2018 23:58:00,"3,7655"
21/12/2018 16:56:00,"85697,15",,26/12/2018 16:56:00,"21,68",,21/12/2018 16:56:00,"50,86",,21/07/2018 23:58:00,"3,7622"
26/12/2018 16:56:00,"85136,1",,27/12/2018 16:56:00,"21,67",,26/12/2018 16:56:00,"50,44",,22/07/2018 23:58:00,"3,7708"
27/12/2018 16:56:00,"85460,2",,28/12/2018 16:56:00,"22,68",,27/12/2018 16:56:00,"49,5",,23/07/2018 23:58:00,"3,7804"
28/12/2018 16:56:00,"87887,26",,02/01/2019 16:56:00,"24,06",,28/12/2018 16:56:00,51,,24/07/2018 23:58:00,"3,7461"
02/01/2019 16:56:00,"91012,31",,03/01/2019 16:56:00,"24,65",,02/01/2019 16:56:00,"51,09",,25/07/2018 23:58:00,"3,6864"
03/01/2019 16:56:00,"91564,25",,04/01/2019 16:56:00,"24,72",,03/01/2019 16:56:00,49,,26/07/2018 23:58:00,"3,7443"
04/01/2019 16:56:00,"91840,79",,07/01/2019 16:56:00,"25,11",,04/01/2019 16:56:00,"52,19",,27/07/2018 23:58:00,"3,7118"
07/01/2019 16:56:00,"91699,05",,08/01/2019 16:56:00,"24,96",,07/01/2019 16:56:00,"51,91",,29/07/2018 23:58:00,"3,7111"
08/01/2019 16:56:00,"92031,86",,09/01/2019 16:56:00,"25,48",,08/01/2019 16:56:00,"52,41",,30/07/2018 23:58:00,"3,7281"
